Country,GA_Name,Formed,Description,Off_website,Address,Jurisdiction,wiki_infobox
Canada,Canadian Armed Forces,,"The Canadian Armed Forces, or Canadian Forces, are the unified armed forces of Canada, as constituted by the National Defence Act, which states: ""The Canadian Forces are the armed forces of Her Majesty raised by Canada and consist of one Service called the Canadian Armed Forces.""",forces.gc.ca,"National Defence Headquarters, Ottawa, Ontario",,"{'forces armées canadiennes': 'Forces armées canadiennes', 'badge of the canadian armed forces': 'Badge of the Canadian Armed Forces', 'flag of the canadian armed forces': 'Flag of the Canadian Armed Forces', 'current form': '1 February 1968', 'service branches': 'Canadian Army \xa0Royal Canadian Air Force \xa0Royal Canadian Navy', 'headquarters': 'National Defence Headquarters, Ottawa, Ontario', 'website': 'forces.gc.ca', 'leadership': 'Leadership', 'commander-in-chief': 'Elizabeth II, Queen of Canada[a]', 'minister of national defence': 'Harjit Sajjan', 'chief of the defence staff[2]': 'Jonathan Vance[1]', 'manpower': 'Manpower', 'military\xa0age': '16–60 years old[N 1]', 'conscription': 'No', 'active personnel': '67,492 (2020)[3]', 'reserve personnel': '36,381 (2020)[3]', 'deployed personnel': 'About 1,700 as of January 2018[4]', 'expenditures': 'Expenditures', 'budget': 'US$22.2\xa0billion (2019)[5](ranked 14th)', 'percent of gdp': '1.3% (2019)[6]', 'industry': 'Industry', 'domestic suppliers': 'List L-3 Communications MAS Bombardier AerospaceCAEMeggitt Training Systems CanadaColt CanadaTextron Systems CanadaKongsberg Protech Systems CanadaRheinmetall Defence CanadaIrving Shipbuilding Inc.General Dynamics Land Systems CanadaRaytheon Canada LimitedSeaspan Marine CorporationThales Canada[7]Boeing Canada[8]', 'related articles': 'Related articles', 'history': 'Military history of Canada List of engagements Fenian Raids Wolseley Expedition North-West Rebellion Second Boer War World War I Russian Civil War World War II Cold War Korean War October Crisis Gulf War Oka Crisis Bosnian War Somali Civil War Kosovo War Afghanistan War 2011 Libyan Civil War Operation Serval 2014 military intervention against the Islamic State of Iraq and the Levant Operation Unifier, aid to Ukrainian Armed Forces 2015-present', 'ranks': 'Canadian Armed Forces ranks and insignia'}"
Canada,Transport Canada,1935 (as Department of Transport),"Transport Canada is the department within the Government of Canada responsible for developing regulations, policies and services of road, rail, marine and air transportation in Canada. It is part of the Transportation, Infrastructure and Communities portfolio. The current Minister of Transport is Marc Garneau.",www.tc.gc.ca,"330 Sparks St, Ottawa, ON K1A 0N5, Canada45°25′9.8″N 75°42′17.84″W﻿ / ﻿45.419389°N 75.7049556°WCoordinates: 45°25′9.8″N 75°42′17.84″W﻿ / ﻿45.419389°N 75.7049556°W",,"{'Transports Canada': 'Transports Canada', nan: nan, 'Place de Ville Tower ""C"", the headquarters of Transport Canada': 'Place de Ville Tower ""C"", the headquarters of Transport Canada', 'Department overview': 'Department overview', 'Formed': '1935 (as Department of Transport)', 'Type': 'Department responsible for Transportation', 'Jurisdiction': 'Canada', 'Headquarters': '330 Sparks St, Ottawa, ON K1A 0N5, Canada45°25′9.8″N 75°42′17.84″W\ufeff / \ufeff45.419389°N 75.7049556°WCoordinates: 45°25′9.8″N 75°42′17.84″W\ufeff / \ufeff45.419389°N 75.7049556°W', 'Employees': '5,066 (4,839 Indeterminate, 89 Term > 3 months, 138 Casual)', 'Minister responsible': 'Marc Garneau', 'Website': 'www.tc.gc.ca'}"
Canada,Employment and Social Development Canada,2003,Employment and Social Development Canada is a department of the Government of Canada responsible for social programs and the labour market at the federal level.,www.hrsdc.gc.ca,,,"{'Emploi et Développement social Canada': 'Emploi et Développement social Canada', nan: nan, 'Department overview': 'Department overview', 'Formed': '2003', 'Type': 'Department responsible for EmploymentSkills TrainingSocial DevelopmentLabour RelationsOccupational Health & Safety (federally regulated workplaces only)Canada Pension Plan', 'Jurisdiction': 'Canada', 'Employees': '25000', 'Ministers responsible': 'Hon. Carla Qualtrough, Minister of Employment, Workforce Development and Disability InclusionHon. Ahmed Hussen, Minister of Families, Children and Social DevelopmentHon. Filomena Tassi, Minister of LabourHon. Deb Schulte, Minister of Seniors', 'Deputy Minister responsible': 'Graham Flack', 'Website': 'www.hrsdc.gc.ca'}"
Canada,Statistics Canada,1971, 49 years ago,"Statistics Canada, formed in 1971, is the Canadian government agency commissioned with producing statistics to help better understand Canada, its population, resources, economy, society, and culture. Its headquarters is in Ottawa.",www.statcan.gc.ca,,1971
Canada,Fisheries and Oceans Canada,1868,"Fisheries and Oceans Canada, is a department of the Government of Canada that is responsible for developing and implementing policies and programs in support of Canada's economic, ecological and scientific interests in oceans and inland waters.",www.dfo-mpo.gc.ca,,,"{'Pêches et Océans Canada': 'Pêches et Océans Canada', nan: nan, 'Department overview': 'Department overview', 'Formed': '1868', 'Type': 'Department responsible for', 'Jurisdiction': 'Canada', 'Employees': '11,911 (March 2019)[1]', 'Annual budget': '$3.3 billion (2018–19)[1]', 'Minister responsible': 'Hon. Bernadette Jordan, Minister of Fisheries, Oceans and the Canadian Coast Guard', 'Department executive': 'Timothy Sargent[2], Deputy Minister', 'Child Department': 'Canadian Coast Guard', 'Website': 'www.dfo-mpo.gc.ca'}"
Canada,Library and Archives Canada,,"Library and Archives Canada is a federal institution tasked with acquiring, preserving and making Canada's documentary heritage accessible. It is the fourth-largest library in the world. LAC reports to Parliament through Steven Guilbeault, the Minister of Canadian Heritage since November 20, 2019.",www.bac-lac.gc.ca,,,"{'library and archives canada building in ottawa': 'Library and Archives Canada building in Ottawa', 'type': 'National library andnational archives', 'established': '2004', 'reference to legal mandate': 'Library and Archives of Canada Act[1][2]', 'location': 'Ottawa, Ontario', 'collection': 'Collection', 'items collected': 'Aboriginal Magazines; Albums and Scrapbooks; Architectural drawings; Art; Artifacts; Canadian children’s literature; Canadian comic books; Canadian newspapers; Canadian periodicals; Electronic publications; Electronic records; English-language pulp literature; Ethnic community newsletters; Ephemera; Fiction and non-fiction; Films; Globes; Government publications; Government records; Government websites; Hebraica and Judaica; Indian residential school records; Journals and diaries; Livres d’artistes; Manuscripts; Maps; Microfilms; Photographs; Poetry; Portraits; Rare Books; Sheet music; Sketchbooks; Sound recordings; Stamps; Textual archives; Theses and dissertations; Trade Catalogues; Videos[3]', 'size': '20 million books, periodicals, newspapers, microfilms, literary texts and government publications; 167,000 linear metres of government and private textual records; 3 million architectural drawings, maps and plans; 24 million photographs; 350,000 hours of film; 425,000 pieces of art, including paintings, drawings, watercolours, posters, prints, medals and caricatures; 547,000 musical items; More than a billion megabytes of digital content[4]', 'criteria for collection': 'Canadiana, documents published in Canada and materials published elsewhere of interest to Canada; Records documenting the functions and activities of the Government of Canada; Records of heritage value that document the historical development and diversity of Canadian society.[6]', 'legal deposit': 'Yes[5]', 'other information': 'Other information', 'budget': 'CDN$98,346,695 (2013–14)[7][8]', 'director': 'Leslie Weir[9]', 'staff': '860 FTE (2013–14)[8]', 'website': 'www.bac-lac.gc.ca'}"
Canada,Canadian Radio-television and Telecommunications Commission,1968,The Canadian Radio-television and Telecommunications Commission is a public organization in Canada with mandate as a regulatory agency for broadcasting and telecommunications. It was created in 1976 when it took over responsibility for regulating telecommunication carriers.,www.crtc.gc.ca,"Gatineau, Quebec, Canada",,"{'Conseil de la radiodiffusion et des télécommuications canadiennes': 'Conseil de la radiodiffusion et des télécommuications canadiennes', nan: nan, 'Terrasses de la Chaudière is the headquarters of the CRTC': 'Terrasses de la Chaudière is the headquarters of the CRTC', 'Agency overview': 'Agency overview', 'Formed': '1968', 'Preceding': 'Board of Broadcast Governors', 'Jurisdiction': 'Government of Canada', 'Headquarters': 'Gatineau, Quebec, Canada', 'Minister responsible': 'Hon. Steven Guilbeault, Minister of Canadian Heritage[1]', 'Agency executive': 'Ian Scott, Chairperson and CEO', 'Parent department': 'Canadian Heritage', 'Website': 'www.crtc.gc.ca'}"
Canada,Treasury Board Secretariat,,"The Treasury Board of Canada Secretariat is the administrative branch of the Treasury Board of Canada. The role of the secretariat is to support the Treasury Board as a committee of ministers, and to fulfill the statutory responsibilities of a central government agency.",www.tbs-sct.gc.ca,"James Michael Flaherty Building, Ottawa, Ontario, Canada",,"{'Secrétariat du Conseil du Trésor du Canada': 'Secrétariat du Conseil du Trésor du Canada', nan: nan, 'Department overview': 'Department overview', 'Jurisdiction': 'Government of Canada', 'Headquarters': 'James Michael Flaherty Building, Ottawa, Ontario, Canada', 'Ministers responsible': 'Hon. Jean-Yves Duclos, President of the Treasury BoardHon. Joyce Murray, Minister of Digital GovernmentGreg Fergus, Parliamentary Secretary to the President of the Treasury Board and to the Minister of Digital Government', 'Department executive': 'Peter Wallace, Secretary of the Treasury Board', 'Parent department': 'Treasury Board', 'Website': 'www.tbs-sct.gc.ca'}"
Canada,Competition Bureau,,"The Competition Bureau is an independent Canadian law enforcement agency that ensures that markets operate in a competitive, innovative manner.",Website,,,"{nan: nan, 'Jurisdictional structure': 'Jurisdictional structure', 'Federal agency': 'Canada', 'Operations jurisdiction': 'Canada', 'Governing body': 'Innovation, Science and Economic Development Canada', 'Constituting instruments': 'Competition Actvarious Provincial Police Acts', 'General nature': 'Federal law enforcement', 'Operational structure': 'Operational structure', 'Elected officer responsible': 'Navdeep Bains, Minister of Innovation, Science, and Economic Development', 'Agency executive': 'Matthew Boswell, Commissioner of Competition', 'Website': 'Website', 'Competition Bureau Homepage': 'Competition Bureau Homepage'}"
Canada,Canada Border Services Agency,"December 12, 2003","The Canada Border Services Agency is a federal law enforcement agency that is responsible for border control, immigration enforcement, and customs services in Canada. The CBSA is accountable to Parliament through the Minister of Public Safety and Emergency Preparedness.",Website,"Ottawa, Ontario",Jurisdictional structure,"{'badge of the cbsa[1]': 'Badge of the CBSA[1]', 'cbsa coat of arms': 'CBSA coat of arms', 'flag of the cbsa[2]': 'Flag of the CBSA[2]', 'common\xa0name': 'Border Services', 'abbreviation': 'CBSA (French: ASFC)', 'motto': 'Protectio Servitium Integritas(Latin for ""Protection, Service, Integrity"")[1]', 'agency overview': 'Agency overview', 'formed': 'December 12, 2003', 'preceding agencies': 'Canada Customs and Revenue Agency (customs)Citizenship and Immigration Canada (enforcement branch)Canadian Food Inspection Agency (port of entry examination)', 'employees': '14,469[3]', 'jurisdictional structure': 'Jurisdictional structure', 'federal agency': 'Canada', 'operations jurisdiction': 'Canada', 'governing body': 'Public Safety Canada', 'constituting instruments': 'Order in Council P.C. 2003–2064Canada Border Services Agency Act', 'general nature': 'Federal law enforcement', 'operational structure': 'Operational structure', 'headquarters': 'Ottawa, Ontario', 'elected officers responsible': 'Bill Blair, Minister of Public SafetyJoël Lightbound, Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness', 'agency executives': 'John Ossowski, PresidentPaul Mackinnon, Executive Vice President', 'regions': '8 National Headquarters: Ottawa Pacific Region: British Columbia & Yukon Prairie Region: Alberta, Saskatchewan, Manitoba & Northwest Territories Windsor/St. Clair Region Niagara/Fort Erie Region Greater Toronto RegionNorthern Ontario Region: Northern Ontario & Nunavut Quebec Region: Quebec Atlantic Region: Prince Edward Island, New Brunswick, Nova Scotia, Newfoundland & Labrador', 'website': 'Website', 'www.cbsa-asfc.gc.ca': 'www.cbsa-asfc.gc.ca'}"
Canada,Agriculture and Agri-Food Canada,1868, 152 years ago,"The Department of Agriculture and Agri-Food, also referred to as Agriculture and Agri-Food Canada, is the department of the Government of Canada with responsibility for policies governing the production, processing, and marketing of all farm, food, and agri-based products. It is commonly called Ag-Canada.",www.agr.gc.ca,,1868
Canada,Atlantic Canada Opportunities Agency,1987,The Atlantic Canada Opportunities Agency is the Government of Canada's agency responsible for helping to create opportunities for economic growth in the Atlantic Provinces by working with the people of the region.,www.acoa-apeca.gc.ca,"Moncton, New Brunswick",,"{nan: nan, 'Agency overview': 'Agency overview', 'Formed': '1987', 'Jurisdiction': 'Government of Canada', 'Headquarters': 'Moncton, New Brunswick', 'Minister responsible': 'Mélanie Joly, Minister of Economic Development and Official Languages', 'Agency executive': 'Francis P. McGuire, President', 'Website': 'www.acoa-apeca.gc.ca'}"
